matchId,season,date,home,away,venue,p_v3,pred_v3,p_w,pred_w,actual
1927,2025,2025-05-23,Essendon,Richmond,MCG,0.8143,27.73,0.7930,27.40,23
1928,2025,2025-05-24,Carlton,GWS Giants,Marvel Stadium,0.5469,3.11,0.6340,11.50,-28
1929,2025,2025-05-24,Hawthorn,Brisbane Lions,MCG,0.6343,9.61,0.7120,18.80,-33
1930,2025,2025-05-24,North Melbourne,Collingwood,Marvel Stadium,0.2571,-19.48,0.2320,-24.60,-45
1931,2025,2025-05-24,Fremantle,Port Adelaide,Perth Stadium,0.7164,16.84,0.6850,16.20,49
1932,2025,2025-05-25,Adelaide,West Coast,Adelaide Oval,0.8626,34.72,0.9550,57.00,66
1933,2025,2025-05-25,Melbourne,Sydney,MCG,0.4410,-3.95,0.4820,-1.50,53
1934,2025,2025-05-25,St Kilda,Gold Coast,Marvel Stadium,0.3688,-9.36,0.3150,-16.20,-19
1935,2025,2025-05-29,Brisbane Lions,Essendon,Gabba,0.8355,30.61,0.8970,42.00,18
1936,2025,2025-05-30,Collingwood,Hawthorn,MCG,0.6115,7.81,0.5760,6.30,51
1937,2025,2025-05-31,Gold Coast,Fremantle,Carrara,0.6402,10.09,0.7220,19.60,-11
1938,2025,2025-05-31,GWS Giants,Richmond,Sydney Showground,0.8691,35.80,0.8950,41.60,3
1939,2025,2025-05-31,Sydney,Adelaide,SCG,0.4887,-0.73,0.3940,-8.90,-90
1940,2025,2025-06-01,Melbourne,St Kilda,Traeger Park,0.6566,11.44,0.6490,12.70,-28
1941,2025,2025-06-01,West Coast,Geelong,Perth Stadium,0.1574,-31.63,0.1030,-42.00,-43
1942,2025,2025-06-05,Western Bulldogs,Hawthorn,Marvel Stadium,0.6282,9.12,0.8150,29.90,-22
1943,2025,2025-06-06,Adelaide,Brisbane Lions,Adelaide Oval,0.5080,0.51,0.7230,19.70,5
1944,2025,2025-06-07,Richmond,Sydney,MCG,0.3022,-15.08,0.3260,-15.10,-44
1945,2025,2025-06-07,Geelong,Gold Coast,Kardinia Park,0.6152,8.10,0.7700,24.60,24
1946,2025,2025-06-07,GWS Giants,Port Adelaide,Manuka Oval,0.6812,13.58,0.6780,15.40,-16
1947,2025,2025-06-08,North Melbourne,West Coast,Hands Oval,0.6654,12.20,0.6050,8.90,10
1948,2025,2025-06-08,Carlton,Essendon,MCG,0.6326,9.47,0.7930,27.20,8
1949,2025,2025-06-09,Melbourne,Collingwood,MCG,0.2949,-15.76,0.3160,-15.90,-1
1950,2025,2025-06-12,St Kilda,Western Bulldogs,Marvel Stadium,0.3849,-8.09,0.1960,-28.60,-72
1951,2025,2025-06-13,Hawthorn,Adelaide,UTAS Stadium,0.5371,2.44,0.3880,-9.50,3
1952,2025,2025-06-14,Brisbane Lions,GWS Giants,Gabba,0.7926,25.02,0.8280,31.70,-11
1953,2025,2025-06-14,Essendon,Geelong,MCG,0.2472,-20.52,0.0670,-50.10,-95
1954,2025,2025-06-14,North Melbourne,Fremantle,Perth Stadium,0.2529,-19.91,0.1620,-32.90,-6
1955,2025,2025-06-15,Port Adelaide,Melbourne,Adelaide Oval,0.6161,8.17,0.4390,-5.20,25
1956,2025,2025-06-15,West Coast,Carlton,Perth Stadium,0.3298,-12.61,0.2130,-26.60,-34
1957,2025,2025-06-19,Fremantle,Essendon,Perth Stadium,0.8113,27.34,0.9100,44.90,41
1958,2025,2025-06-20,Geelong,Brisbane Lions,Kardinia Park,0.6241,8.79,0.7750,25.20,-41
1959,2025,2025-06-21,Carlton,North Melbourne,MCG,0.7171,16.90,0.8060,28.90,-11
1960,2025,2025-06-21,Port Adelaide,Sydney,Adelaide Oval,0.5523,3.48,0.4330,-5.60,-19
1961,2025,2025-06-21,Collingwood,St Kilda,Marvel Stadium,0.8223,28.78,0.7970,27.80,34
1962,2025,2025-06-22,GWS Giants,Gold Coast,Sydney Showground,0.4971,-0.18,0.3990,-8.60,7
1963,2025,2025-06-22,Western Bulldogs,Richmond,Marvel Stadium,0.9083,43.30,0.9610,58.90,79
1964,2025,2025-06-26,Port Adelaide,Carlton,Adelaide Oval,0.6371,9.83,0.4740,-2.20,50
1965,2025,2025-06-27,Sydney,Western Bulldogs,SCG,0.4531,-3.11,0.3760,-10.60,-9
1966,2025,2025-06-28,Gold Coast,Melbourne,Carrara,0.7333,18.50,0.6710,14.90,19
1967,2025,2025-06-28,Hawthorn,North Melbourne,UTAS Stadium,0.8357,30.64,0.7870,26.70,85
1968,2025,2025-06-28,Collingwood,West Coast,Marvel Stadium,0.9188,45.72,0.9580,58.10,29
1969,2025,2025-06-29,Richmond,Adelaide,MCG,0.1433,-33.77,0.1000,-43.10,-68
1970,2025,2025-06-29,Fremantle,St Kilda,Perth Stadium,0.7516,20.39,0.7470,22.30,12
1971,2025,2025-07-03,North Melbourne,Western Bulldogs,Marvel Stadium,0.2070,-25.06,0.0530,-54.20,-49
1972,2025,2025-07-04,Carlton,Collingwood,MCG,0.2584,-19.34,0.3000,-17.60,-56
1973,2025,2025-07-04,West Coast,GWS Giants,Perth Stadium,0.2373,-21.58,0.3600,-12.00,-59
1974,2025,2025-07-05,Essendon,Gold Coast,Marvel Stadium,0.3731,-9.02,0.2810,-19.40,-41
1975,2025,2025-07-05,Geelong,Richmond,Kardinia Park,0.8988,41.28,0.9530,56.00,72
1976,2025,2025-07-05,Brisbane Lions,Port Adelaide,Gabba,0.7666,22.01,0.7580,23.50,28
1977,2025,2025-07-05,St Kilda,Hawthorn,Marvel Stadium,0.2929,-15.95,0.3240,-15.30,-20
1978,2025,2025-07-06,Sydney,Fremantle,SCG,0.4896,-0.67,0.6040,8.80,11
1979,2025,2025-07-06,Adelaide,Melbourne,Adelaide Oval,0.7912,24.84,0.7700,24.80,13
1980,2025,2025-07-10,Carlton,Brisbane Lions,Marvel Stadium,0.1834,-28.03,0.2620,-21.20,-37
1981,2025,2025-07-11,Gold Coast,Collingwood,Carrara,0.4577,-2.79,0.4720,-2.30,6
1982,2025,2025-07-12,Western Bulldogs,Adelaide,Marvel Stadium,0.5808,5.51,0.6590,13.60,-11
1983,2025,2025-07-12,GWS Giants,Geelong,Sydney Showground,0.5111,0.71,0.3650,-11.40,26
1984,2025,2025-07-12,Richmond,Essendon,MCG,0.4229,-5.24,0.3940,-8.90,9
1985,2025,2025-07-12,Fremantle,Hawthorn,Perth Stadium,0.4398,-4.03,0.5400,3.40,13
1986,2025,2025-07-13,Melbourne,North Melbourne,MCG,0.7655,21.89,0.8690,37.20,36
1987,2025,2025-07-13,St Kilda,Sydney,Marvel Stadium,0.4064,-6.46,0.4940,-0.50,-5
1988,2025,2025-07-13,Port Adelaide,West Coast,Adelaide Oval,0.8607,34.41,0.9150,45.50,26
1989,2025,2025-07-17,Essendon,GWS Giants,Marvel Stadium,0.2544,-19.75,0.2130,-26.50,-48
1990,2025,2025-07-18,Brisbane Lions,Western Bulldogs,Gabba,0.6600,11.73,0.4550,-3.80,10
1991,2025,2025-07-19,Hawthorn,Port Adelaide,UTAS Stadium,0.7960,25.42,0.8300,31.70,38
1992,2025,2025-07-19,Sydney,North Melbourne,SCG,0.8549,33.50,0.8630,36.40,31
1993,2025,2025-07-19,Carlton,Melbourne,MCG,0.4270,-4.94,0.3340,-14.30,8
1994,2025,2025-07-19,West Coast,Richmond,Perth Stadium,0.5447,2.95,0.5990,8.40,-49
1995,2025,2025-07-20,Geelong,St Kilda,Kardinia Park,0.8011,26.05,0.8520,34.70,31
1996,2025,2025-07-20,Collingwood,Fremantle,MCG,0.6213,8.58,0.6950,17.00,-1
1997,2025,2025-07-20,Adelaide,Gold Coast,Adelaide Oval,0.6793,13.40,0.8580,35.60,61
1998,2025,2025-07-24,Hawthorn,Carlton,MCG,0.8235,28.94,0.7600,23.10,24
1999,2025,2025-07-25,Essendon,Western Bulldogs,Marvel Stadium,0.2008,-25.81,0.0590,-51.30,-93
2000,2025,2025-07-25,GWS Giants,Sydney,Sydney Showground,0.6649,12.15,0.6800,15.30,44
2001,2025,2025-07-26,Gold Coast,Brisbane Lions,Carrara,0.3496,-10.93,0.3250,-14.80,66
2002,2025,2025-07-26,Fremantle,West Coast,Perth Stadium,0.9143,44.65,0.9170,45.40,49
2003,2025,2025-07-26,North Melbourne,Geelong,Marvel Stadium,0.1625,-30.90,0.0600,-50.90,-101
2004,2025,2025-07-26,Adelaide,Port Adelaide,Adelaide Oval,0.7849,24.09,0.8510,34.00,98
2005,2025,2025-07-27,Richmond,Collingwood,MCG,0.1578,-31.58,0.0610,-50.60,-36
2006,2025,2025-07-27,St Kilda,Melbourne,Marvel Stadium,0.4973,-0.17,0.4390,-5.00,6
2007,2025,2025-07-31,Western Bulldogs,GWS Giants,Marvel Stadium,0.6467,10.62,0.7850,25.80,88
2008,2025,2025-08-01,Adelaide,Hawthorn,Adelaide Oval,0.5451,2.99,0.6360,11.40,14
2009,2025,2025-08-02,Melbourne,West Coast,Marvel Stadium,0.8539,33.33,0.9430,51.80,83
2010,2025,2025-08-02,Gold Coast,Richmond,Carrara,0.8903,39.61,0.9430,51.80,84
2011,2025,2025-08-02,Sydney,Essendon,SCG,0.8173,28.12,0.8870,39.60,14
2012,2025,2025-08-02,Collingwood,Brisbane Lions,MCG,0.6254,8.90,0.6920,16.40,-27
2013,2025,2025-08-03,St Kilda,North Melbourne,Marvel Stadium,0.7529,20.53,0.8180,29.80,9
2014,2025,2025-08-03,Geelong,Port Adelaide,Kardinia Park,0.8477,32.39,0.9650,59.40,88
2015,2025,2025-08-03,Fremantle,Carlton,Perth Stadium,0.8286,29.64,0.8230,30.40,27
2016,2025,2025-08-07,Hawthorn,Collingwood,MCG,0.5475,3.15,0.4690,-2.60,64
2017,2025,2025-08-08,Geelong,Essendon,Kardinia Park,0.8957,40.65,0.9700,62.20,44
2018,2025,2025-08-09,Richmond,St Kilda,MCG,0.3814,-8.36,0.3040,-16.90,-4
2019,2025,2025-08-09,Brisbane Lions,Sydney,Gabba,0.6775,13.25,0.6820,15.60,-2
2020,2025,2025-08-09,Carlton,Gold Coast,Marvel Stadium,0.2697,-18.19,0.2390,-23.40,-19
2021,2025,2025-08-09,Port Adelaide,Fremantle,Adelaide Oval,0.3157,-13.85,0.2350,-23.90,-6
2022,2025,2025-08-10,GWS Giants,North Melbourne,Manuka Oval,0.8513,32.94,0.8770,38.20,54
2023,2025,2025-08-10,Melbourne,Western Bulldogs,MCG,0.3239,-13.13,0.2680,-20.40,-6
2024,2025,2025-08-10,West Coast,Adelaide,Perth Stadium,0.1011,-41.30,0.0400,-57.70,-9
2025,2025,2025-08-15,Essendon,St Kilda,Marvel Stadium,0.3430,-11.48,0.1640,-32.50,-2
2026,2025,2025-08-15,Fremantle,Brisbane Lions,Perth Stadium,0.5647,4.35,0.6530,13.00,-57
2027,2025,2025-08-16,Gold Coast,GWS Giants,Carrara,0.6543,11.26,0.7260,19.90,-35
2028,2025,2025-08-16,Carlton,Port Adelaide,Marvel Stadium,0.5155,1.00,0.6870,16.20,54
2029,2025,2025-08-16,Hawthorn,Melbourne,MCG,0.7963,25.45,0.6590,13.60,36
2030,2025,2025-08-16,Adelaide,Collingwood,Adelaide Oval,0.6028,7.15,0.6650,14.20,3
2031,2025,2025-08-17,North Melbourne,Richmond,Ninja Stadium,0.6262,8.97,0.5550,4.60,48
2032,2025,2025-08-17,Sydney,Geelong,SCG,0.3591,-10.15,0.1870,-29.50,-43
2033,2025,2025-08-17,Western Bulldogs,West Coast,Marvel Stadium,0.9497,54.67,0.9920,80.70,94
2034,2025,2025-08-21,Essendon,Carlton,MCG,0.4124,-6.01,0.3280,-14.90,-34
2035,2025,2025-08-22,Collingwood,Melbourne,MCG,0.7874,24.39,0.6350,11.60,6
2036,2025,2025-08-22,Port Adelaide,Gold Coast,Adelaide Oval,0.2957,-15.68,0.2120,-26.80,4
2037,2025,2025-08-23,North Melbourne,Adelaide,Marvel Stadium,0.1953,-26.49,0.1530,-34.30,-13
2038,2025,2025-08-23,Richmond,Geelong,MCG,0.1344,-35.20,0.0360,-60.50,-39
2039,2025,2025-08-23,West Coast,Sydney,Perth Stadium,0.1458,-33.39,0.1210,-39.20,-67
2040,2025,2025-08-24,GWS Giants,St Kilda,Sydney Showground,0.7486,20.07,0.7110,18.70,11
2041,2025,2025-08-24,Western Bulldogs,Fremantle,Marvel Stadium,0.6303,9.29,0.8060,29.00,-15
2042,2025,2025-08-24,Brisbane Lions,Hawthorn,Gabba,0.5235,1.53,0.6290,11.00,10
2043,2025,2025-08-27,Gold Coast,Essendon,Carrara,0.8848,38.57,0.9300,49.40,95
2044,2025,2025-09-04,Adelaide,Collingwood,Adelaide Oval,0.6234,8.74,0.6040,8.80,-24
2045,2025,2025-09-05,Geelong,Brisbane Lions,MCG,0.5648,4.36,0.7240,19.90,38
2046,2025,2025-09-06,GWS Giants,Hawthorn,Sydney Showground,0.5249,1.62,0.5020,0.20,-19
2047,2025,2025-09-06,Fremantle,Gold Coast,Perth Stadium,0.6012,7.03,0.5460,3.80,-1
2048,2025,2025-09-12,Adelaide,Hawthorn,Adelaide Oval,0.5088,0.57,0.5390,3.30,-34
2049,2025,2025-09-13,Brisbane Lions,Gold Coast,Gabba,0.6509,10.97,0.5330,2.80,53
2050,2025,2025-09-19,Geelong,Hawthorn,MCG,0.5475,3.15,0.6320,11.40,30
2051,2025,2025-09-20,Collingwood,Brisbane Lions,MCG,0.5891,6.12,0.6260,10.80,-29
2052,2025,2025-09-27,Geelong,Brisbane Lions,MCG,0.5865,5.93,0.6996,17.60,-47
10977,2026,2026-03-05,Sydney,Carlton,SCG,0.7528,20.51,0.6678,14.60,63
10978,2026,2026-03-06,Gold Coast,Geelong,Carrara,0.4717,-1.85,0.5225,1.90,56
10979,2026,2026-03-07,GWS Giants,Hawthorn,Sydney Showground,0.3912,-7.61,0.3564,-12.40,27
10980,2026,2026-03-07,Brisbane Lions,Western Bulldogs,Gabba,0.6784,13.33,0.6893,16.60,-5
10981,2026,2026-03-08,St Kilda,Collingwood,MCG,0.4408,-3.96,0.4693,-2.60,-12
20312,2026,2026-03-12,Carlton,Richmond,MCG,0.7137,16.57,0.6682,14.80,4
20313,2026,2026-03-13,Essendon,Hawthorn,MCG,0.1573,-31.64,0.1137,-40.90,-62
20314,2026,2026-03-14,Western Bulldogs,GWS Giants,Marvel Stadium,0.7216,17.34,0.7984,28.40,81
20315,2026,2026-03-14,Geelong,Fremantle,Kardinia Park,0.6902,14.38,0.7117,18.90,10
20316,2026,2026-03-14,Sydney,Brisbane Lions,SCG,0.5040,0.26,0.6368,11.90,44
20317,2026,2026-03-14,Collingwood,Adelaide,MCG,0.6584,11.60,0.6825,16.10,-14
20318,2026,2026-03-15,North Melbourne,Port Adelaide,Marvel Stadium,0.5764,5.19,0.6087,9.40,46
20319,2026,2026-03-15,Melbourne,St Kilda,MCG,0.4671,-2.15,0.4287,-6.10,13
20320,2026,2026-03-15,Gold Coast,West Coast,Carrara,0.9384,50.99,0.9682,62.90,59
20321,2026,2026-03-19,Hawthorn,Sydney,MCG,0.7200,17.18,0.7192,19.60,17
26309,2026,2026-03-20,Adelaide,Western Bulldogs,Adelaide Oval,0.4541,-3.04,0.4331,-5.70,-6
42388,2026,2026-03-21,Richmond,Gold Coast,MCG,0.1984,-26.11,0.2540,-22.40,-68
42389,2026,2026-03-21,GWS Giants,St Kilda,Sydney Showground,0.6774,13.24,0.4887,-1.00,-4
42390,2026,2026-03-21,Fremantle,Melbourne,Perth Stadium,0.7811,23.65,0.7080,18.50,48
42391,2026,2026-03-22,Port Adelaide,Essendon,Adelaide Oval,0.6972,15.02,0.7188,19.60,63
42392,2026,2026-03-22,West Coast,North Melbourne,Perth Stadium,0.2544,-19.76,0.3646,-11.70,17
42393,2026,2026-03-26,Geelong,Adelaide,Kardinia Park,0.7247,17.64,0.7523,22.90,8
42394,2026,2026-03-27,Collingwood,GWS Giants,Marvel Stadium,0.7197,17.15,0.7526,23.00,33
42395,2026,2026-03-28,St Kilda,Brisbane Lions,Marvel Stadium,0.3786,-8.59,0.4418,-4.90,-33
42396,2026,2026-03-28,Fremantle,Richmond,Perth Stadium,0.9056,42.71,0.9507,55.50,60
42397,2026,2026-03-28,Essendon,North Melbourne,Marvel Stadium,0.3979,-7.09,0.2838,-19.20,-12
42398,2026,2026-03-29,Port Adelaide,West Coast,Adelaide Oval,0.7773,23.22,0.7616,23.90,-2
42399,2026,2026-03-29,Carlton,Melbourne,MCG,0.5463,3.07,0.4781,-1.90,-23
42400,2026,2026-04-02,Brisbane Lions,Collingwood,Gabba,0.6519,11.05,0.7904,27.10,54
42401,2026,2026-04-03,North Melbourne,Carlton,Marvel Stadium,0.6157,8.14,0.4956,-0.40,10
42402,2026,2026-04-03,Adelaide,Fremantle,Adelaide Oval,0.4750,-1.63,0.4655,-2.90,-2
42434,2026,2026-04-04,Richmond,Port Adelaide,MCG,0.3771,-8.70,0.3400,-13.80,-42
42691,2026,2026-04-04,West Coast,Sydney,Perth Stadium,0.1607,-31.15,0.1602,-33.30,-128
43385,2026,2026-04-05,Melbourne,Gold Coast,MCG,0.3258,-12.96,0.3629,-11.80,20
43556,2026,2026-04-05,Western Bulldogs,Essendon,Marvel Stadium,0.9215,46.37,0.9475,54.40,34
44257,2026,2026-04-06,Hawthorn,Geelong,MCG,0.5565,3.78,0.5572,4.80,1
46994,2026,2026-04-09,Adelaide,Carlton,Adelaide Oval,0.8375,30.89,0.8441,34.10,28
47883,2026,2026-04-10,Collingwood,Fremantle,Adelaide Oval,0.5624,4.19,0.3827,-10.10,-6
48568,2026,2026-04-11,North Melbourne,Brisbane Lions,Barossa Park,0.2014,-25.74,0.1119,-41.04,-26
48647,2026,2026-04-11,Essendon,Melbourne,Adelaide Oval,0.2634,-18.83,0.2040,-27.92,45
48768,2026,2026-04-11,Sydney,Gold Coast,Norwood Oval,0.5692,4.67,0.5214,1.81,32
48892,2026,2026-04-11,Hawthorn,Western Bulldogs,Adelaide Oval,0.6294,9.22,0.6331,11.47,40
49607,2026,2026-04-12,Geelong,West Coast,Norwood Oval,0.9373,50.64,0.9351,51.11,46
49780,2026,2026-04-12,GWS Giants,Richmond,Barossa Park,0.8517,33.00,0.8324,32.51,56
49957,2026,2026-04-12,Port Adelaide,St Kilda,Adelaide Oval,0.4971,-0.19,0.3907,-9.36,-14
54278,2026,2026-04-16,Carlton,Collingwood,MCG,0.2956,-15.69,0.4187,-6.93,-5
55429,2026,2026-04-17,Geelong,Western Bulldogs,Kardinia Park,0.5687,4.64,0.5892,7.61,75
55524,2026,2026-04-17,Sydney,GWS Giants,SCG,0.6929,14.63,0.7782,25.86,41
56341,2026,2026-04-18,Gold Coast,Essendon,Carrara,0.8752,36.83,0.8983,42.94,9
56538,2026,2026-04-18,Hawthorn,Port Adelaide,Marvel Stadium,0.8363,30.73,0.8465,34.49,3
56689,2026,2026-04-18,Adelaide,St Kilda,Adelaide Oval,0.6051,7.32,0.5196,1.66,1
57608,2026,2026-04-19,North Melbourne,Richmond,Marvel Stadium,0.7822,23.78,0.8082,29.41,75
57765,2026,2026-04-19,Melbourne,Brisbane Lions,MCG,0.2394,-21.35,0.1654,-32.83,2
57872,2026,2026-04-19,West Coast,Fremantle,Perth Stadium,0.1176,-38.13,0.0831,-46.73,-56
63165,2026,2026-04-23,Western Bulldogs,Sydney,Marvel Stadium,0.5120,0.77,0.4735,-2.23,-66
64541,2026,2026-04-24,Richmond,Melbourne,MCG,0.2942,-15.82,0.2245,-25.39,-54
65550,2026,2026-04-25,Hawthorn,Gold Coast,UTAS Stadium,0.6241,8.80,0.6027,8.73,49
65779,2026,2026-04-25,Essendon,Collingwood,MCG,0.2020,-25.67,0.1868,-29.84,-77
65954,2026,2026-04-25,Port Adelaide,Geelong,Adelaide Oval,0.2165,-23.93,0.1851,-30.05,30
66073,2026,2026-04-25,Fremantle,Carlton,Perth Stadium,0.8784,37.41,0.9022,43.40,14
67094,2026,2026-04-26,St Kilda,West Coast,Marvel Stadium,0.8711,36.13,0.9111,45.19,101
67278,2026,2026-04-26,Brisbane Lions,Adelaide,Gabba,0.6825,13.69,0.8358,32.78,52
67341,2026,2026-04-26,GWS Giants,North Melbourne,Manuka Oval,0.6498,10.88,0.6247,10.66,7
73332,2026,2026-04-30,Collingwood,Hawthorn,MCG,0.4316,-4.62,0.2440,-23.32,0
72823,2026,2026-05-01,Western Bulldogs,Fremantle,Marvel Stadium,0.3937,-7.41,0.4015,-8.39,-12
72824,2026,2026-05-01,Adelaide,Port Adelaide,Adelaide Oval,0.6979,15.09,0.5604,5.11,1
72825,2026,2026-05-02,Essendon,Brisbane Lions,Marvel Stadium,0.1364,-34.88,0.0403,-58.75,-64
72826,2026,2026-05-02,West Coast,Richmond,Perth Stadium,0.5952,6.57,0.7235,19.95,-11
72827,2026,2026-05-02,Geelong,North Melbourne,Kardinia Park,0.7862,24.25,0.7950,27.70,49
72828,2026,2026-05-02,Carlton,St Kilda,Marvel Stadium,0.3980,-7.09,0.4336,-5.62,-39
72829,2026,2026-05-03,Sydney,Melbourne,SCG,0.8129,27.54,0.8800,39.51,17
72830,2026,2026-05-03,Gold Coast,GWS Giants,Carrara,0.6535,11.19,0.6411,12.15,20
72831,2026,2026-05-07,Fremantle,Hawthorn,Perth Stadium,0.5891,6.12,0.5397,3.33,15
72832,2026,2026-05-08,Brisbane Lions,Carlton,Gabba,0.8773,37.21,0.8686,37.37,11
72833,2026,2026-05-08,Port Adelaide,Western Bulldogs,Adelaide Oval,0.4837,-1.05,0.5723,6.08,-2
72834,2026,2026-05-09,North Melbourne,Sydney,Marvel Stadium,0.2876,-16.45,0.3208,-15.54,-8
72835,2026,2026-05-09,GWS Giants,Essendon,Sydney Showground,0.8248,29.12,0.8980,42.40,14
72836,2026,2026-05-09,Gold Coast,St Kilda,TIO Stadium,0.6539,11.22,0.6979,17.30,29
72837,2026,2026-05-09,Geelong,Collingwood,MCG,0.6206,8.52,0.6182,10.04,54
72838,2026,2026-05-10,Melbourne,West Coast,Marvel Stadium,0.8246,29.10,0.8186,30.38,32
72839,2026,2026-05-10,Richmond,Adelaide,MCG,0.1864,-27.63,0.1337,-37.01,-37
72840,2026,2026-05-14,Brisbane Lions,Geelong,Gabba,0.5385,2.53,0.6012,8.44,-41
72841,2026,2026-05-15,Sydney,Collingwood,SCG,0.7345,18.62,0.8369,32.33,6
72842,2026,2026-05-15,Gold Coast,Port Adelaide,TIO Stadium,0.7829,23.87,0.7874,26.25,25
72843,2026,2026-05-16,Adelaide,North Melbourne,Adelaide Oval,0.7337,18.54,0.6294,10.87,68
72844,2026,2026-05-16,Melbourne,Hawthorn,MCG,0.3511,-10.80,0.3064,-16.66,39
72845,2026,2026-05-16,Carlton,Western Bulldogs,Marvel Stadium,0.3470,-11.15,0.4435,-4.68,12
72846,2026,2026-05-17,Essendon,Fremantle,MCG,0.1477,-33.10,0.1999,-27.72,-43
72847,2026,2026-05-17,St Kilda,Richmond,Marvel Stadium,0.8325,30.18,0.9130,44.77,36
72848,2026,2026-05-17,West Coast,GWS Giants,Perth Stadium,0.1988,-26.06,0.2446,-22.77,17
72849,2026,2026-05-21,Hawthorn,Adelaide,UTAS Stadium,0.6170,8.24,0.5534,4.39,9
72850,2026,2026-05-22,Richmond,Essendon,MCG,0.5218,1.42,0.2964,-17.50,18
72851,2026,2026-05-22,Fremantle,St Kilda,Perth Stadium,0.7759,23.06,0.7125,18.35,30
72852,2026,2026-05-23,North Melbourne,Gold Coast,Marvel Stadium,0.3079,-14.56,0.3754,-10.39,6
72853,2026,2026-05-23,Geelong,Sydney,Kardinia Park,0.6566,11.44,0.6635,13.81,27
72854,2026,2026-05-23,Collingwood,West Coast,MCG,0.9024,42.03,0.9417,51.37,10
72855,2026,2026-05-23,Port Adelaide,Carlton,Adelaide Oval,0.6954,14.85,0.6850,15.77,-34
72856,2026,2026-05-24,GWS Giants,Brisbane Lions,Sydney Showground,0.3933,-7.45,0.4403,-4.92,78
72857,2026,2026-05-24,Western Bulldogs,Melbourne,Marvel Stadium,0.5704,4.76,0.5404,3.32,3
72858,2026,2026-05-28,St Kilda,Hawthorn,Marvel Stadium,0.3794,-8.52,0.2532,-21.96,-52
72859,2026,2026-05-29,Carlton,Geelong,MCG,0.1813,-28.30,0.2100,-26.65,4
72860,2026,2026-05-30,Sydney,Richmond,SCG,0.8862,38.81,0.9489,54.01,114
72861,2026,2026-05-30,Brisbane Lions,Fremantle,Gabba,0.4626,-2.46,0.6825,15.69,-25
72862,2026,2026-05-30,Western Bulldogs,Collingwood,Marvel Stadium,0.5015,0.10,0.5197,1.63,4
72863,2026,2026-05-31,Melbourne,GWS Giants,Traeger Park,0.5687,4.63,0.4288,-5.93,-49
72864,2026,2026-05-31,West Coast,Essendon,Perth Stadium,0.6248,8.85,0.6073,9.00,30
72865,2026,2026-06-04,Adelaide,Geelong,Adelaide Oval,0.3733,-9.00,0.3475,-12.95,1
72866,2026,2026-06-05,Hawthorn,Western Bulldogs,MCG,0.6902,14.39,0.6306,11.01,-6
72867,2026,2026-06-06,North Melbourne,Fremantle,Hands Oval,0.2562,-19.57,0.2608,-21.16,-124
72868,2026,2026-06-06,Gold Coast,Brisbane Lions,Carrara,0.6741,12.95,0.6551,13.18,-31
72869,2026,2026-06-06,West Coast,Port Adelaide,Perth Stadium,0.3929,-7.48,0.3351,-14.06,-6
72870,2026,2026-06-07,Sydney,St Kilda,SCG,0.7462,19.82,0.7891,26.52,2
72871,2026,2026-06-07,Essendon,Carlton,MCG,0.2962,-15.63,0.1901,-28.97,-5
72872,2026,2026-06-08,Collingwood,Melbourne,MCG,0.6708,12.66,0.5099,0.82,-8
72873,2026,2026-06-11,Western Bulldogs,Adelaide,Marvel Stadium,0.5726,4.92,0.5728,6.13,-57
72874,2026,2026-06-12,Geelong,Gold Coast,Kardinia Park,0.7474,19.94,0.7763,25.38,45
